2;6;p
2;11;p
2;14;p
2;15;p
2;17;p
2;19;p
2;21;p
2;22;p
2;25;p
2;26;p
3;27;p
3;32;p
3;35;p
3;37;p
3;40;p
3;42;p
3;44;p
3;45;p
3;49;p
3;51;p
3;52;p
3;54;p
3;56;p
3;57;p
3;59;p
4;62;p
4;64;p
4;65;p
4;66;p
4;67;p
4;69;p
4;70;p
4;71;p
4;72;p
4;74;p
4;75;p
4;76;p
4;77;p
4;79;p
4;80;p
4;81;p
4;82;p
4;84;p
5;85;p
6;85;p
8;85;p
10;85;p
11;85;p
13;84;p
15;84;p
16;83;p
18;83;p
23;82;p
27;82;p
34;80;p
37;80;p
44;79;p
50;79;p
52;79;p
60;79;p
65;79;p
72;79;p
76;79;p
82;79;p
90;79;p
93;79;p
99;79;p
103;79;p
108;79;p
114;79;p
119;79;p
122;79;p
125;79;p
127;79;p
128;79;p
132;79;p
134;79;p
139;79;p
143;79;p
146;79;p
147;79;p
148;79;p
149;78;p
149;76;p
149;74;p
147;71;p
146;69;p
144;65;p
144;63;p
141;56;p
140;54;p
139;48;p
137;44;p
137;41;p
136;39;p
136;36;p
135;34;p
134;28;p
134;26;p
134;24;p
134;21;p
132;15;p
132;14;p
132;11;p
132;9;p
132;6;p
132;5;p
132;4;p
132;3;p
132;1;p
131;0;p
128;0;p
123;0;p
117;0;p
114;0;p
104;0;p
94;0;p
86;0;p
76;0;p
69;0;p
60;0;p
52;0;p
48;0;p
39;0;p
36;0;p
25;0;p
22;0;p
17;0;p
12;0;p
10;0;p
3;0;p
1;0;p
0;0;p
