0;6;p
7;8;p
9;10;p
11;12;p
13;13;p
15;15;p
17;16;p
18;18;p
20;20;p
23;22;p
24;23;p
25;24;p
26;25;p
28;27;p
29;28;p
31;29;p
34;32;p
35;33;p
38;35;p
40;36;p
41;37;p
42;38;p
43;39;p
44;40;p
45;41;p
47;42;p
49;43;p
51;44;p
52;45;p
54;47;p
55;48;p
56;49;p
58;50;p
59;52;p
60;53;p
62;54;p
63;55;p
64;56;p
66;57;p
67;58;p
68;59;p
69;60;p
70;61;p
71;62;p
72;63;p
73;64;p
75;65;p
75;64;p
75;63;p
75;61;p
75;59;p
75;57;p
75;56;p
75;54;p
75;53;p
75;52;p
75;50;p
75;48;p
75;47;p
75;46;p
75;43;p
75;42;p
75;41;p
75;38;p
75;36;p
75;34;p
75;32;p
75;29;p
75;27;p
75;26;p
75;23;p
75;22;p
75;21;p
75;19;p
75;18;p
75;17;p
75;14;p
75;13;p
75;12;p
75;11;p
75;9;p
75;8;p
75;7;p
75;6;p
75;4;p
75;3;p
75;2;p
75;1;p
74;0;p
71;3;p
69;5;p
66;6;p
65;8;p
64;9;p
62;10;p
61;11;p
59;13;p
56;15;p
55;16;p
54;17;p
53;19;p
52;19;p
51;20;p
47;22;p
46;23;p
45;24;p
44;25;p
42;27;p
40;29;p
39;30;p
36;32;p
35;33;p
34;34;p
32;36;p
30;38;p
29;39;p
27;40;p
26;41;p
24;43;p
22;45;p
20;46;p
18;48;p
17;49;p
16;50;p
15;51;p
11;53;p
10;54;p
9;55;p
7;57;p
6;58;p
5;59;p
4;60;p
3;61;p
1;63;p
