26;2;p
27;3;p
27;6;p
27;10;p
26;16;p
22;22;p
20;28;p
18;34;p
16;38;p
12;44;p
10;48;p
7;53;p
6;58;p
2;62;p
2;65;p
1;68;p
1;69;p
0;71;p
0;72;p
0;73;p
0;74;p
0;75;p
0;76;p
0;76;p
1;76;p
2;77;p
5;77;p
6;77;p
6;77;p
9;77;p
11;77;p
14;77;p
18;77;p
26;77;p
31;77;p
36;76;p
42;74;p
50;74;p
56;74;p
60;74;p
67;74;p
71;74;p
75;74;p
79;74;p
82;74;p
84;74;p
88;74;p
88;74;p
88;71;p
88;68;p
88;64;p
88;62;p
88;58;p
88;51;p
88;46;p
84;41;p
80;36;p
79;32;p
76;27;p
74;23;p
71;20;p
68;18;p
67;15;p
66;14;p
64;14;p
63;14;p
62;13;p
62;13;p
60;12;p
58;10;p
54;10;p
53;8;p
52;8;p
51;8;p
50;7;p
48;6;p
47;6;p
46;4;p
45;4;p
44;3;p
43;2;p
42;1;p
41;0;p
40;0;p
39;0;p
