42;0;p
42;0;p
38;6;p
36;9;p
32;16;p
28;22;p
24;26;p
20;32;p
16;38;p
12;44;p
8;48;p
4;54;p
3;55;p
2;58;p
2;59;p
0;60;p
0;62;p
0;62;p
0;63;p
0;64;p
0;64;p
0;65;p
0;66;p
1;67;p
3;67;p
4;67;p
7;67;p
11;67;p
13;67;p
16;67;p
20;67;p
22;67;p
28;67;p
32;67;p
38;67;p
44;67;p
47;67;p
51;67;p
56;65;p
59;63;p
61;62;p
62;62;p
63;62;p
64;61;p
64;60;p
65;60;p
66;60;p
66;59;p
66;58;p
66;57;p
66;56;p
66;54;p
66;54;p
66;52;p
66;50;p
65;47;p
63;45;p
61;42;p
57;38;p
55;36;p
52;34;p
50;32;p
45;30;p
44;29;p
42;27;p
41;26;p
40;25;p
39;24;p
