25;0;p
25;4;p
21;10;p
20;13;p
17;18;p
13;24;p
11;27;p
9;31;p
7;36;p
5;39;p
3;42;p
2;46;p
1;48;p
1;50;p
1;52;p
0;54;p
0;56;p
0;57;p
0;59;p
0;60;p
0;62;p
0;62;p
0;63;p
1;63;p
3;63;p
4;63;p
7;63;p
10;63;p
13;63;p
17;63;p
23;62;p
29;60;p
33;60;p
39;57;p
45;56;p
51;53;p
57;51;p
61;50;p
67;50;p
71;48;p
78;48;p
81;48;p
84;48;p
87;48;p
87;47;p
85;47;p
83;46;p
80;43;p
77;42;p
73;40;p
70;38;p
68;36;p
65;35;p
62;32;p
59;31;p
57;28;p
54;27;p
51;24;p
49;23;p
47;22;p
44;19;p
43;18;p
40;17;p
38;16;p
37;14;p
35;14;p
34;12;p
33;12;p
33;12;p
33;11;p
32;10;p
31;10;p
