50;2;p
50;3;p
48;8;p
44;15;p
40;20;p
34;27;p
32;32;p
26;38;p
22;42;p
17;50;p
14;54;p
10;60;p
7;62;p
5;65;p
3;68;p
1;71;p
0;72;p
0;73;p
1;73;p
4;73;p
6;73;p
12;71;p
19;67;p
28;65;p
36;62;p
46;60;p
56;56;p
67;54;p
78;51;p
86;49;p
93;49;p
99;48;p
103;46;p
108;46;p
110;46;p
112;46;p
114;46;p
114;46;p
116;46;p
117;46;p
118;46;p
118;46;p
119;46;p
120;46;p
120;45;p
118;42;p
116;37;p
112;33;p
108;30;p
104;28;p
96;22;p
88;18;p
84;16;p
79;13;p
72;8;p
68;7;p
64;6;p
59;3;p
56;2;p
53;2;p
50;2;p
48;0;p
48;0;p
