58;191;p
58;187;p
59;183;p
63;175;p
67;167;p
71;160;p
76;148;p
77;142;p
81;130;p
83;118;p
86;110;p
91;94;p
94;81;p
96;75;p
98;68;p
101;57;p
103;51;p
106;40;p
108;35;p
109;27;p
111;22;p
114;15;p
117;8;p
117;5;p
118;2;p
119;0;p
121;3;p
123;8;p
128;28;p
134;45;p
138;60;p
143;76;p
147;92;p
150;103;p
154;117;p
157;127;p
162;139;p
165;147;p
169;156;p
173;163;p
175;170;p
177;173;p
177;174;p
179;178;p
179;181;p
180;182;p
180;186;p
183;189;p
183;191;p
183;195;p
185;200;p
185;201;p
185;201;p
180;198;p
168;185;p
157;176;p
146;168;p
133;160;p
122;153;p
105;140;p
89;131;p
77;121;p
66;113;p
59;110;p
52;106;p
46;103;p
32;97;p
22;92;p
15;89;p
9;87;p
4;84;p
1;83;p
0;82;p
1;82;p
5;80;p
20;75;p
36;74;p
55;74;p
79;74;p
98;74;p
117;73;p
139;73;p
154;71;p
163;70;p
182;70;p
202;70;p
209;69;p
215;69;p
228;67;p
233;66;p
231;66;p
228;68;p
216;75;p
204;81;p
192;87;p
180;93;p
170;100;p
160;106;p
149;112;p
139;117;p
132;122;p
125;127;p
117;133;p
110;138;p
103;144;p
96;150;p
89;157;p
83;162;p
76;170;p
72;174;p
67;180;p
62;187;p
59;192;p
58;193;p
56;195;p
54;198;p
